         188107 function calls (185585 primitive calls) in 19.457 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        4    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:373(_default_mime_types)
        4    0.000    0.000    0.000    0.000 utils.py:637(default_user_agent)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        2    0.000    0.000    0.000    0.000 glob.py:39(_iglob)
        4    0.000    0.000    0.000    0.000 connectionpool.py:259(_put_conn)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 message.py:182(is_multipart)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        4    0.000    0.000    0.000    0.000 socket.py:425(type)
        4    0.000    0.000    0.000    0.000 parse.py:253(geturl)
        1    0.000    0.000    0.015    0.015 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        8    0.000    0.000    0.000    0.000 cookies.py:105(__init__)
        4    0.000    0.000    0.000    0.000 client.py:417(flush)
        1    0.000    0.000    0.000    0.000 response.py:68(HTTPResponse)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
       12    0.000    0.000    0.000    0.000 timeout.py:195(connect_timeout)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:737(create_module)
        4    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:42(normalize_encoding)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:354(Purpose)
        4    0.000    0.000    0.000    0.000 connectionpool.py:68(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
        4    0.000    0.000    0.000    0.000 models.py:528(prepare_hooks)
        1    0.000    0.000    0.003    0.003 netrc.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.000    0.000    0.000    0.000 parse.py:169(_userinfo)
        1    0.000    0.000    0.002    0.002 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:138(username)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:528(unquote)
        4    0.000    0.000    0.000    0.000 ssl.py:551(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        4    0.000    0.000    0.000    0.000 message.py:304(set_payload)
        1    0.000    0.000    0.000    0.000 <string>:5(BasePoolKey)
        1    0.000    0.000    0.000    0.000 ssl.py:535(SSLObject)
        9    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:364(__getitem__)
        1    0.000    0.000    0.000    0.000 datetime.py:1005(time)
        1    0.000    0.000    0.000    0.000 <string>:5(Record)
        4    0.000    0.000    0.000    0.000 __init__.py:1270(info)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1268(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.002    0.002 pyopenssl.py:45(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        4    0.000    0.000    0.000    0.000 timeout.py:14(current_time)
        1    0.000    0.000    0.002    0.002 bisect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parser.py:18(__init__)
        1    0.000    0.000    0.000    0.000 client.py:739(HTTPConnection)
        1    0.000    0.000    0.000    0.000 request.py:1605(URLopener)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.002    0.002 certs.py:13(<module>)
        4    0.000    0.000    0.000    0.000 models.py:472(prepare_content_length)
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 ssl.py:783(_check_connected)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(Logger)
        1    0.000    0.000    0.000    0.000 calendar.py:48(_localized_month)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
        4    0.000    0.000    0.000    0.000 socket.py:393(_decref_socketios)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 response.py:47(GzipDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        8    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        2    0.000    0.000    0.000    0.000 __init__.py:1428(addHandler)
        4    0.000    0.000    0.000    0.000 sessions.py:72(merge_hooks)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:269(socksocket)
        1    0.000    0.000    0.000    0.000 models.py:538(Response)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
        1    0.000    0.000    0.000    0.000 retry.py:18(Retry)
        1    0.000    0.000    0.000    0.000 sessions.py:270(Session)
        4    0.000    0.000    0.000    0.000 index.py:27(parse_body)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
       12    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:342(__subclasshook__)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:374(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:630(_load_backward_compatible)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:636(__len__)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        4    0.000    0.000    0.000    0.000 <string>:12(__new__)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:475(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 posixpath.py:99(split)
        1    0.000    0.000    0.000    0.000 posixpath.py:145(dirname)
        4    0.000    0.000    0.000    0.000 timeout.py:171(start_connect)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 cookiejar.py:863(DefaultCookiePolicy)
        4    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.009    0.009 api.py:11(<module>)
        1    0.000    0.000    0.001    0.001 _compression.py:1(<module>)
        8    0.000    0.000    0.000    0.000 parse.py:361(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        8    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 socket.py:533(SocketIO)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:106(contextmanager)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:101(HTTPHeaderDict)
        4    0.000    0.000    0.000    0.000 timeout.py:213(read_timeout)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:21(Timeout)
        1    0.000    0.000    0.000    0.000 enum.py:556(IntEnum)
        4    0.000    0.000    0.000    0.000 connection.py:111(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:357(__getattr__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        5    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 glob.py:9(glob)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        4    0.000    0.000    0.000    0.000 __init__.py:1081(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 connectionpool.py:104(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 cookies.py:172(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 request.py:13(RequestMethods)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 socks.py:87(set_self_blocking)
        4    0.000    0.000    0.000    0.000 ssl_.py:188(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Handler)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 cookies.py:26(MockRequest)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 subprocess.py:88(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 error.py:39(HTTPError)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:592(BufferingFormatter)
        4    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f91d8c39840}
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 url.py:10(Url)
        4    0.000    0.000    0.000    0.000 utils.py:386(iter_slices)
        1    0.000    0.000    0.000    0.000 calendar.py:127(Calendar)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 certs.py:19(where)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 calendar.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:361(SSLContext)
        3    0.000    0.000    0.000    0.000 __init__.py:476(CFunctionType)
        1    0.000    0.000    0.000    0.000 posixpath.py:168(lexists)
        1    0.000    0.000    0.000    0.000 glob.py:133(has_magic)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 cookiejar.py:732(Cookie)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 adapters.py:78(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 __init__.py:463(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        4    0.000    0.000    0.000    0.000 client.py:792(_get_hostport)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 calendar.py:67(_localized_day)
        1    0.000    0.000    0.000    0.000 request.py:2051(FancyURLopener)
        1    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(FeedParser)
        1    0.000    0.000    0.000    0.000 parse.py:276(_fix_result_transcoding)
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 queue.py:236(_init)
        1    0.000    0.000    0.000    0.000 cookies.py:484(BaseCookie)
        1    0.000    0.000    0.000    0.000 chardistribution.py:111(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 calendar.py:258(TextCalendar)
        2    0.000    0.000    0.000    0.000 __init__.py:341(_FuncPtr)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.004    0.004 request.py:881(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1557(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 connection.py:71(HTTPConnection)
        2    0.000    0.000    0.000    0.000 calendar.py:53(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.000    0.000 parse.py:134(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:33(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 models.py:256(PreparedRequest)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 connectionpool.py:717(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:419(Formatter)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        4    0.000    0.000    0.000    0.000 sre_parse.py:155(__delitem__)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:155(HebrewProber)
        1    0.000    0.000    0.000    0.000 compat.py:21(<module>)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 cgi.py:337(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 posixpath.py:136(basename)
        1    0.000    0.000    0.000    0.000 ssl.py:333(_ASN1Object)
        4    0.000    0.000    0.000    0.000 adapters.py:339(add_headers)
        1    0.000    0.000    0.000    0.000 calendar.py:375(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 poolmanager.py:87(PoolManager)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 string.py:174(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:989(FileHandler)
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        4    0.000    0.000    0.000    0.000 connectionpool.py:289(_validate_conn)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:73(HTTPDigestAuth)
        4    0.000    0.000    0.000    0.000 sessions.py:352(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1961(MozillaCookieJar)
        4    0.000    0.000    0.000    0.000 cookies.py:82(get_new_headers)
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:37(EUCJPProber)
        1    0.000    0.000    0.000    0.000 parse.py:118(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.000    0.000 poolmanager.py:279(ProxyManager)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 calendar.py:133(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:46(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 request.py:776(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 models.py:53(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 _collections.py:27(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 calendar.py:29(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 __init__.py:791(createLock)
        1    0.000    0.000    0.000    0.000 client.py:1222(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:1122(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:59(ConnectionPool)
        4    0.000    0.000    0.000    0.000 models.py:173(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 shlex.py:18(shlex)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(Manager)
        1    0.000    0.000    0.000    0.000 subprocess.py:319(CompletedProcess)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:232(LogRecord)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 jpcntx.py:123(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 exceptions.py:63(MaxRetryError)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:411(__init__)
        1    0.000    0.000    0.000    0.000 request.py:374(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 request.py:991(AbstractDigestAuthHandler)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:1057(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:267(Compat32)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        4    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f91da263bf8}
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 __init__.py:938(StreamHandler)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 __init__.py:1903(NullHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(_StderrHandler)
        2    0.000    0.000    0.000    0.000 calendar.py:72(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 utf8prober.py:36(UTF8Prober)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 adapters.py:51(BaseAdapter)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1755(FileCookieJar)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 __init__.py:370(PyDLL)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PercentStyle)
        1    0.000    0.000    0.000    0.000 parse.py:166(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 sessions.py:87(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
        1    0.000    0.000    0.000    0.000 cookiejar.py:830(CookiePolicy)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 request.py:1495(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 parse.py:196(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 request.py:2304(ftpwrapper)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 request.py:592(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1288(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 parse.py:649(Quoter)
        2    0.000    0.000    0.000    0.000 __init__.py:1919(createLock)
        1    0.000    0.000    0.000    0.000 latin1prober.py:97(Latin1Prober)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 __init__.py:1549(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:203(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:225(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 random.py:648(SystemRandom)
        1    0.000    0.000    0.000    0.000 request.py:1165(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 sre_parse.py:92(checkgroup)
        1    0.000    0.000    0.000    0.000 charsetprober.py:33(CharSetProber)
        1    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 socks.py:134(SOCKSProxyManager)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:35(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 request.py:1303(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1294(IncompleteRead)
        1    0.000    0.000    0.000    0.000 auth.py:44(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1841(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 threading.py:888(_set_ident)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 __init__.py:1075(PlaceHolder)
        1    0.000    0.000    0.000    0.000 request.py:850(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 __init__.py:634(Filter)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 __init__.py:410(LibraryLoader)
        1    0.000    0.000    0.000    0.000 calendar.py:499(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:32(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 universaldetector.py:44(UniversalDetector)
        1    0.000    0.000    0.000    0.000 calendar.py:530(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.000    0.000 __init__.py:395(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:671(Filterer)
        1    0.000    0.000    0.000    0.000 langhungarianmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:37(SJISProber)
        1    0.000    0.000    0.000    0.000 __init__.py:386(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 request.py:1379(FileHandler)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
